word;tag;freq_A1;freq_A2;freq_B1;freq_B2;freq_C1;freq_C2
bienfaiteur;NOM;0.0;0.0;0.5857;0.0;0.0;0.0
bienheureux;ADJ;0.0;0.0;0.4665;0.0;0.0;0.0
biennal;ADJ;0.9051;0.0;0.0;0.0;0.0;0.0
bientôt;ADV;280.0287;261.4213;187.6476;90.6908;13.7692;12.833
bienveillance;NOM;0.0;0.0;3.6187;0.0;0.0;0.0
bienveillant;ADJ;0.0;0.0;3.7679;2.2839;0.0;0.0
bienvenir;VER;26.4644;16.3134;0.3906;0.0;3.4423;0.0
bienvenu;NOM;0.8346;10.0939;0.0;0.0;0.0;0.0
bigarré;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
biguine;NOM;2.5271;0.0;0.0;0.0;0.0;0.0
bijou;NOM;5.6622;10.2026;39.0911;1.3018;6.0005;0.0
bijouterie;NOM;0.0;0.0;0.2504;0.0;0.0;0.0
bijoutier;ADJ;0.0;0.0;0.2504;0.0;0.0;0.0
bijoutier;NOM;0.0;0.0;0.4665;0.8102;0.0;0.0
bilan;NOM;0.0;3.1313;9.4931;2.2839;61.8536;56.7717
bilatéral;ADJ;0.0;0.0;0.5857;0.0;3.4423;0.0
bilingue;ADJ;0.0;0.4664;3.5957;0.0;6.0005;0.0
bilinguisme;NOM;0.0;0.0;0.3906;2.2839;0.0;19.328
billard;NOM;1.1764;0.0;0.3933;1.3018;0.0;0.0
bille;NOM;1.1764;0.606;0.2504;0.6774;0.0;0.0
billet;NOM;43.1629;19.445;61.7699;148.9754;0.0;0.0
bimoteur;ADJ;0.0;0.0;0.3906;0.0;0.0;0.0
binaire;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
binocle;NOM;0.0;0.0;0.0;7.8109;0.0;0.0
bioclimatique;ADJ;0.0;0.0;0.0;0.0;4.139;0.0
biodiversité;NOM;0.0;0.0;3.6187;2.2839;57.9464;0.0
biodégradabilité;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
biographe;NOM;0.0;0.0;0.3933;0.0;0.0;0.0
biologie;NOM;0.0;0.0;2.5235;0.0;18.0014;0.0
biologique;ADJ;3.8852;0.6008;7.7266;32.0073;90.2374;113.6757
biologiquement;ADV;0.0;0.0;0.0;0.0;4.139;0.0
biologiste;NOM;0.0;0.0;0.6378;0.0;34.1646;0.0
biomasse;NOM;0.0;0.0;0.0;0.0;0.0;12.833
biométrie;NOM;0.0;0.0;0.0;0.0;12.0009;0.0
biométrique;NOM;0.0;0.0;0.0;0.0;12.0009;0.0
biométrique;ADJ;0.0;0.0;0.0;0.0;30.0023;0.0
bionique;NOM;0.0;0.0;0.6378;0.0;0.0;0.0
biotechnologie;NOM;0.8075;0.0;0.0;0.0;12.0009;0.0
biotope;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
birman;ADJ;0.0;0.0;0.0;0.0;12.0009;0.0
bis;ADJ;40.6277;0.0;7.7393;1.2705;0.0;0.0
biscotte;NOM;1.1123;1.2017;0.0;0.0;0.0;0.0
biscuit;NOM;0.0;0.0;0.0;0.911;0.0;0.0
bise;NOM;56.4423;4.633;0.1029;2.5411;0.0;0.0
bison;NOM;0.0;0.6228;0.0;0.0;0.0;0.0
bisou;NOM;18.2848;7.8183;0.4665;0.0;0.0;0.0
bisquer;VER;0.0;0.0;0.0;1.2705;0.0;0.0
bistouri;NOM;0.0;0.0;0.4665;0.0;0.0;0.0
bistro;NOM;0.0;0.0;0.185;1.2705;0.0;0.0
bistrot;NOM;16.4394;1.0275;12.451;0.911;0.0;0.0
bit;NOM;0.0;0.0;0.5531;0.0;3.4423;0.0
bitume;NOM;0.0;0.0;0.0;0.0;12.0009;0.0
bivouac;NOM;0.0;0.0;0.2331;0.0;0.0;0.0
bizarre;NOM;0.0;0.7079;0.0;0.911;0.0;0.0
bizarre;ADJ;72.7151;33.8278;31.785;24.0016;0.0;0.0
bizarrement;ADV;0.6291;7.4889;0.3059;0.0;0.0;0.0
bizutage;NOM;0.0;0.0;1.2756;0.0;0.0;0.0
bière;NOM;57.9576;4.5697;21.7195;44.7619;0.0;0.0
blabla;NOM;0.0;0.0;0.0;1.2705;0.0;0.0
blague;NOM;45.3707;21.6835;0.0;0.0;0.0;0.0
blanc;ADJ;668.3374;407.0583;291.7135;146.3091;127.9249;4.0185
blanc;NOM;0.0;0.6228;0.0;2.2839;0.0;0.0
blanche;NOM;0.0;0.0;0.3906;0.0;0.0;0.0
blancheur;NOM;0.0;1.8181;0.0;0.0;0.0;0.0
blanchiment;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
blanchir;VER;0.0;0.0;3.5301;0.8102;0.0;19.328
blanchisseur;NOM;0.0;0.0;0.0;0.8102;0.0;0.0
blanchisseur;ADJ;0.0;0.0;0.0;0.8102;0.0;0.0
blanchâtre;ADJ;0.0;0.0;0.6378;0.0;0.0;0.0
blanquette;NOM;6.5873;0.0;0.0;0.0;0.0;0.0
blaser;VER;0.0;0.606;0.6378;0.0;0.0;0.0
blason;NOM;0.0;0.0;0.2504;0.0;0.0;0.0
blennorragie;NOM;0.0;0.0;0.0;0.0;4.139;0.0
blesser;VER;6.6765;73.028;57.5114;54.1963;40.1357;0.0
blessure;NOM;7.6479;17.276;17.6868;82.2821;0.0;0.0
blessé;NOM;0.9121;0.4664;2.7344;1.3018;0.0;0.0
blessé;ADJ;0.0;0.7079;0.438;0.0;0.0;0.0
blet;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
bleu;NOM;1.2635;0.606;16.5049;4.5679;4.139;0.0
bleu;ADJ;240.9966;137.8884;135.1348;132.1345;50.0526;0.0
bleuté;ADJ;0.0;0.1865;0.0;0.0;0.0;0.0
blinder;VER;0.9051;0.0;0.6378;0.0;0.0;0.0
blindé;ADJ;0.0;0.0;0.4665;0.0;0.0;0.0
bloc;NOM;0.0;0.1865;15.9144;2.2839;0.0;0.0
bloc-notes;NOM;0.0;0.0;0.7513;2.2839;0.0;0.0
blocage;NOM;0.0;0.0;3.5957;0.0;0.0;0.0
blond;ADJ;65.751;51.7847;17.0543;60.2235;19.861;0.0
blondel;NOM;0.0;0.0;0.9741;0.0;0.0;0.0
bloquer;VER;0.0;0.5213;4.7816;1.6204;24.0018;25.6659
blottir;VER;0.0;0.5213;0.0;0.0;0.0;0.0
blouse;NOM;0.0;9.8253;2.9222;0.0;0.0;0.0
blouson;NOM;30.027;0.606;0.1029;0.0;0.0;0.0
blue-jean;NOM;0.0;0.0;1.1062;0.0;0.0;0.0
blues;NOM;0.0;0.0;0.1243;0.0;0.0;0.0
blé;NOM;9.515;17.9883;9.7588;0.911;18.0014;0.0
bobine;NOM;0.0;0.0;0.6378;0.0;0.0;0.0
bobo;NOM;0.0;0.4157;3.6369;0.0;0.0;8.037
bobonne;NOM;0.0;0.0;0.6378;0.0;0.0;0.0
bobsleigh;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
bof;INT;7.9276;0.606;0.1219;0.0;0.0;0.0
bohème;NOM;0.0;0.0;0.2331;0.0;0.0;0.0
bohémien;ADJ;0.0;6.3708;0.4662;0.911;0.0;0.0
bohémien;NOM;0.0;31.854;2.5643;0.0;0.0;0.0
boire;VER;305.5374;225.7893;223.6228;316.5132;60.0719;213.9065
bois;NOM;129.8966;125.2397;171.4577;33.4171;115.4036;52.5084
boisage;NOM;0.0;0.0;3.9328;0.0;0.0;0.0
boisement;NOM;0.0;0.0;0.5857;0.0;0.0;0.0
boiser;VER;0.0;0.0;6.5689;0.0;12.0009;0.0
boiserie;NOM;0.0;0.0;0.0;1.2705;0.0;0.0
boisson;NOM;32.4804;4.4863;12.0707;8.3751;3.4423;0.0
boisé;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
boite;NOM;0.5504;0.0;0.3906;0.0;0.0;0.0
boiter;VER;0.0;0.0;0.3933;0.0;0.0;0.0
boiteux;ADJ;0.0;0.0;0.3933;0.0;0.0;0.0
bol;NOM;2.1958;0.0;3.7375;0.0;0.0;0.0
bolide;NOM;0.0;0.0;0.8759;0.0;0.0;0.0
bombardement;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
bombarder;VER;0.0;0.0;0.4665;0.911;0.0;0.0
bombe;NOM;0.0;0.0;0.6378;2.6036;6.0005;12.833
bon;ADJ;2357.6816;1143.3727;877.3758;928.6682;808.918;1081.1091
bon;ADV;0.8075;23.0351;0.1219;2.2839;0.0;0.0
bon;NOM;16.9753;4.9127;9.9705;1.8983;4.139;38.656
bonbon;NOM;7.3356;8.6841;0.2331;2.2839;0.0;0.0
bond;NOM;0.5504;8.8123;13.2366;0.0;8.2781;0.0
bonder;VER;0.0;0.0;0.4665;1.2705;0.0;0.0
bondir;VER;0.0;0.0;0.8634;1.3018;0.0;19.328
bonheur;NOM;45.9262;138.856;154.5843;23.175;72.2239;0.0
bonhomie;NOM;0.0;0.0;0.0;4.5679;6.0005;0.0
bonhomme;NOM;0.9464;4.6921;0.487;1.7933;0.0;0.0
boniface;ADJ;2.9277;0.0;0.0;0.0;0.0;0.0
bonjour;NOM;1111.0337;302.5844;33.227;25.5051;20.024;12.833
bonne;NOM;0.0;0.606;0.0;0.0;8.2781;0.0
bonne;ADV;0.9464;0.0;0.0;0.0;0.0;0.0
bonnement;ADV;0.0;0.0;0.5857;0.0;0.0;0.0
bonnet;NOM;0.8075;1.2017;3.7375;8.3751;0.0;0.0
bonsoir;INT;20.9625;0.0;0.0;0.0;0.0;0.0
bonsoir;NOM;96.7968;14.9117;0.2331;8.1533;0.0;0.0
bonté;NOM;0.0;1.0679;3.5636;1.3018;6.0005;0.0
bonus;NOM;0.0;0.0;0.0;9.0915;4.139;0.0
boom;NOM;0.0;0.0;0.0;0.0;3.4423;12.833
booster;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
boots;NOM;0.0;1.2017;0.0;0.0;0.0;0.0
bord;NOM;143.5976;113.006;164.7952;152.074;49.5147;0.0
bordelais;ADJ;0.8075;0.0;0.0;1.2705;0.0;0.0
border;VER;0.0;0.0;0.2504;0.0;6.0005;0.0
bordure;NOM;0.0;4.6393;0.438;0.0;0.0;0.0
bordée;NOM;0.0;0.0;0.0;0.8102;0.0;0.0
bordélique;ADJ;0.0;0.1276;0.0;0.0;0.0;0.0
borgne;NOM;0.0;0.0;0.4662;0.0;0.0;0.0
borne;NOM;1.6151;0.0;3.6048;2.2839;0.0;0.0
borner;VER;0.0;0.0;0.0;0.0;4.139;4.0185
bosniaque;ADJ;0.0;0.0;0.0;2.2839;0.0;0.0
bosquet;NOM;0.0;0.0;0.0;1.3018;0.0;0.0
boss;NOM;0.0;0.1937;0.0;0.0;0.0;0.0
bosse;NOM;0.0;0.0;0.0;0.911;0.0;0.0
bosser;VER;1.1556;0.0;0.0;1.2705;0.0;0.0
bot;ADJ;0.5987;0.0;0.0;0.0;0.0;0.0
botanique;NOM;0.0;0.0;0.5857;0.0;0.0;0.0
botte;NOM;11.9659;19.4018;9.488;0.0;0.0;0.0
bottin;NOM;0.0;0.0;0.0;0.911;0.0;0.0
bottine;NOM;0.0;0.0;0.0;1.3018;0.0;0.0
boubou;NOM;0.0;0.6008;0.0;0.0;3.4423;0.0
bouche;NOM;22.3676;107.3324;61.069;67.873;26.3397;50.4231
boucher;VER;0.0;6.3347;4.9896;11.0661;0.0;0.0
boucher;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
boucher;ADJ;0.4856;0.5213;0.0;19.4067;0.0;0.0
boucherie;NOM;0.0;0.2129;0.0;2.2839;0.0;0.0
bouchon;NOM;1.8101;0.606;3.7679;0.0;3.4423;0.0
bouchère;NOM;0.0;0.0;0.0;1.8983;0.0;0.0
bouchée;NOM;0.0;0.2129;0.0;0.0;0.0;0.0
boucle;NOM;0.6291;4.5709;0.5531;0.8102;4.139;0.0
boucler;VER;0.0;0.0;0.0;0.0;4.139;19.328
bouclier;NOM;0.0;4.6792;0.5857;0.0;6.0005;0.0
bouclé;ADJ;0.0;0.0;0.1243;1.2705;0.0;0.0
bouddhisme;NOM;0.0;0.0;1.2756;0.0;0.0;0.0
bouddhiste;ADJ;0.0;0.0;0.5857;0.0;0.0;0.0
bouder;VER;0.0;0.0;0.0;0.0;6.0005;0.0
boudeur;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
boudin;NOM;1.8101;0.0;0.0;0.0;0.0;0.0
boudoir;NOM;0.0;0.0;0.438;1.3018;0.0;4.0185
boue;NOM;0.0;7.5865;1.5731;2.2839;6.0005;19.328
boueux;ADJ;0.0;0.606;0.438;0.0;0.0;0.0
bouffant;ADJ;0.0;0.606;0.0;0.0;0.0;0.0
bouffe;ADJ;0.0;0.0;0.2331;0.0;0.0;0.0
bouffe;NOM;0.0;0.606;0.0;0.0;0.0;0.0
bouffer;VER;0.0;0.0;3.4815;0.0;0.0;0.0
bouffé;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
bouffée;NOM;0.0;0.0;3.5051;0.0;0.0;0.0
bouge;NOM;0.5987;0.0;0.3933;0.0;0.0;0.0
bouger;VER;7.3752;52.3691;65.4531;73.0771;0.0;56.7717
bougie;NOM;7.2872;6.8826;3.1016;0.0;0.0;0.0
bougon;NOM;0.0;0.0;0.6378;0.0;0.0;0.0
bougonner;VER;0.0;0.0;0.0;0.0;3.4423;0.0
bouillabaisse;NOM;7.6141;0.0;0.0;2.2839;0.0;0.0
bouillant;ADJ;0.0;0.186;0.0;0.0;0.0;0.0
bouillir;VER;0.0;1.8181;0.4665;0.0;6.8846;0.0
bouillonnant;ADJ;0.0;0.0;0.4317;0.0;0.0;0.0
boulange;NOM;0.0;0.0;0.0;0.911;0.0;0.0
boulanger;NOM;16.367;0.4664;0.4665;0.8102;0.0;0.0
boulanger;ADJ;26.2712;4.8826;0.5857;0.911;0.0;0.0
boulangerie;NOM;12.5525;8.8101;3.0061;0.911;0.0;0.0
boule;NOM;32.6359;9.5455;5.7475;1.3018;72.2883;0.0
bouleau;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
bouler;VER;0.9051;0.0;0.0;0.0;0.0;0.0
boulet;NOM;0.0;0.0;0.0;1.2705;4.139;0.0
boulevard;NOM;36.2009;41.9608;2.4816;17.6317;20.024;19.328
bouleversant;ADJ;0.0;0.0;3.4688;0.0;0.0;0.0
bouleversement;NOM;0.0;0.0;17.0723;2.2839;0.0;113.6757
bouleverser;VER;0.7319;1.0275;49.4801;23.9918;36.0028;0.0
boulon;NOM;0.0;0.0;1.2756;0.0;0.0;0.0
boulonner;VER;0.0;0.0;0.0;2.2839;0.0;0.0
boulot;NOM;1.2635;19.0868;15.1554;52.6831;40.1357;12.833
boulot;ADJ;0.0;1.2121;0.3906;8.4014;0.0;0.0
boum;NOM;0.0;0.606;0.0;0.0;0.0;0.0
bouquet;NOM;9.4738;12.9004;27.4306;0.0;6.0005;4.0185
bouquin;NOM;7.1602;0.0;0.0;0.0;0.0;0.0
bouquiner;VER;0.5987;0.5213;0.0;0.0;0.0;0.0
bouquiniste;NOM;0.0;0.6228;0.0;0.0;0.0;0.0
bourbeux;ADJ;0.0;0.0;0.487;0.0;0.0;0.0
bourdonnement;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
bourdonner;VER;0.0;0.0;0.1243;0.0;0.0;0.0
bourg;NOM;0.0;0.0;0.2487;2.2839;0.0;0.0
bourgade;NOM;0.0;4.7165;0.0;0.0;10.3269;0.0
bourgeois;ADJ;7.7059;1.2456;3.7679;8.2033;3.4423;19.328
bourgeois;NOM;0.0;0.1937;26.2022;3.644;0.0;0.0
bourgeoisement;ADV;0.0;0.0;0.0;0.0;3.4423;0.0
bourgeoisie;NOM;0.0;1.2456;3.222;0.0;0.0;0.0
bourgmestre;NOM;0.0;0.0;0.0;2.733;0.0;0.0
bourgogne;NOM;0.0;0.0;0.6378;1.2705;0.0;0.0
bourguignon;ADJ;0.0;0.0;0.0;2.2839;0.0;0.0
bourrache;NOM;0.0;0.0;0.1029;0.0;0.0;0.0
bourreau;NOM;0.0;0.0;11.064;0.0;0.0;0.0
bourrer;VER;0.0;0.0;0.4665;2.5411;0.0;0.0
bourriche;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
bourru;ADJ;0.0;0.0;0.0;1.3018;0.0;0.0
bourse;NOM;1.2635;0.4157;13.0117;0.0;20.024;12.833
boursier;ADJ;0.0;0.0;2.9063;0.0;0.0;0.0
bousculade;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
bousculer;VER;1.1764;0.6008;6.4552;6.8518;19.861;38.656
bout;NOM;85.1397;157.0362;210.8885;289.8768;89.8271;145.006
bouteille;NOM;98.3134;92.0027;27.2806;38.5142;40.7953;0.0
bouter;VER;0.0;0.0;0.0;0.0;6.0005;0.0
boutique;NOM;25.8277;10.013;26.5887;29.8538;12.4171;0.0
bouton;NOM;7.2839;31.8348;9.7029;50.2018;26.3397;0.0
bouée;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
bowling;NOM;10.556;0.0;1.6593;0.0;0.0;0.0
boxeur;NOM;0.0;0.7079;0.0;0.0;0.0;0.0
bozo;NOM;0.0;0.6008;0.0;0.0;0.0;0.0
boîte;NOM;246.7311;41.7626;62.3255;80.124;72.381;0.0
boîtier;NOM;0.0;0.0;0.0;2.5411;6.0005;0.0
bracelet;NOM;1.1764;0.0;0.5531;0.0;0.0;0.0
braconner;VER;0.0;0.0;0.0;1.3018;0.0;0.0
brai;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
brailler;VER;0.0;0.0;0.0;0.0;6.0005;0.0
braise;NOM;0.0;0.0;0.4317;0.0;0.0;0.0
braiser;VER;0.9051;0.0;0.0;0.0;0.0;0.0
branche;NOM;0.8346;22.4968;7.2283;9.1358;0.0;19.328
brancher;VER;0.9051;12.4835;6.6448;1.2705;40.1357;0.0
branchie;NOM;0.0;0.0;0.0;0.0;0.0;38.656
branchée;NOM;0.0;0.0;0.0;1.2705;0.0;0.0
brandon;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
brandonner;VER;0.0;0.0;0.0;0.0;6.0005;0.0
branlant;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
branle;NOM;0.0;0.0;0.5857;0.0;0.0;0.0
braquer;VER;0.0;0.0;0.4665;0.0;0.0;0.0
braqueur;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
bras;NOM;38.7812;256.41;285.3646;115.0555;64.7832;19.328
brasier;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
brasser;VER;0.0;0.0;0.0;0.0;0.0;12.833
brasserie;NOM;0.0;0.0;0.0;5.0821;6.8846;0.0
brasseur;NOM;0.9051;0.0;0.0;0.0;0.0;0.0
brave;ADJ;22.7211;2.1359;10.6341;2.6036;6.8846;0.0
bravement;ADV;0.0;0.5213;0.0;0.0;0.0;0.0
braver;VER;0.7319;0.0;0.4317;0.0;0.0;0.0
bravo;INT;59.2608;14.6715;0.1219;8.7861;0.0;0.0
bravoure;NOM;0.0;0.0;0.4317;0.0;3.4423;0.0
brebis;NOM;0.0;0.0;2.4712;2.2839;0.0;0.0
bref;ADJ;0.9121;0.0;9.8175;18.0886;31.5653;38.656
bref;ADV;6.893;9.8607;12.0812;9.1403;20.6179;44.6051
breton;NOM;0.0;0.0;0.3933;0.0;0.0;0.0
breton;ADJ;1.6691;9.1634;3.6187;0.0;0.0;0.0
breuvage;NOM;0.0;0.0;0.5857;2.2839;3.4423;0.0
brevet;NOM;0.0;7.7685;3.5736;0.0;20.6179;87.6689
bric-à-brac;NOM;0.0;0.0;0.438;0.0;0.0;0.0
bricolage;NOM;1.2635;6.6074;2.4712;0.0;0.0;12.833
bricole;NOM;0.0;0.0;0.0;0.911;0.0;0.0
bricoler;VER;1.1556;0.6228;0.6378;0.0;0.0;0.0
bricoleur;NOM;0.0;4.7165;0.0;0.0;0.0;0.0
brider;VER;0.0;0.0;0.0;0.0;4.139;0.0
bridge;NOM;0.0;0.3829;0.0;0.0;0.0;0.0
brie;NOM;0.0;0.6008;0.0;0.0;0.0;0.0
brigadier;NOM;0.0;4.9551;15.6945;0.0;0.0;0.0
brigand;NOM;0.0;0.0;3.1164;0.0;0.0;0.0
brillamment;ADV;0.0;3.7964;0.0;0.0;0.0;0.0
brillant;ADJ;0.0;23.1057;37.0584;24.8845;4.139;12.833
brillant;NOM;0.0;0.0;0.0;1.3018;0.0;0.0
briller;VER;68.4942;36.9178;49.3923;18.1767;6.0005;0.0
brimade;NOM;0.0;0.0;0.6378;0.0;6.0005;0.0
brin;NOM;0.0;0.0;0.4665;0.0;6.0005;0.0
brio;NOM;0.0;0.0;0.2331;0.0;0.0;0.0
brioche;NOM;0.0;0.0;1.9134;0.0;0.0;0.0
brique;NOM;0.0;0.0;1.5731;6.6188;3.4423;0.0
briquet;NOM;0.0;4.5709;0.185;0.0;0.0;0.0
brise;NOM;0.0;0.0;0.438;0.0;0.0;0.0
briser;VER;1.6691;17.6988;42.3845;8.1049;12.0009;0.0
briseur;NOM;0.0;0.6228;0.0;0.0;0.0;0.0
britannique;ADJ;0.0;4.5382;10.1949;2.2839;31.3528;56.7717
brocante;NOM;0.5504;0.0;3.6369;0.0;0.0;0.0
broche;NOM;0.0;0.0;3.5358;0.0;0.0;0.0
brochure;NOM;1.2635;0.0;0.0;0.0;0.0;0.0
broder;VER;0.0;0.606;0.0;0.0;0.0;0.0
broderie;NOM;0.0;0.0;0.8634;0.0;0.0;0.0
bronchite;NOM;0.0;0.0;0.0;0.0;4.139;0.0
bronzage;NOM;0.171;0.0;0.0;0.0;0.0;0.0
bronze;NOM;0.0;6.6325;0.6118;0.911;0.0;0.0
bronzer;VER;0.9051;4.5382;0.0;0.0;0.0;0.0
bronzé;ADJ;0.0;0.2891;0.0;0.0;0.0;0.0
brosse;NOM;0.0;4.6393;0.0;0.8102;0.0;0.0
brosser;VER;0.0;0.0;0.0;1.8983;3.4423;19.328
brouhaha;NOM;0.0;0.0;3.2514;1.3018;0.0;0.0
brouillard;NOM;0.7319;6.1835;0.3906;0.0;6.0005;0.0
brouiller;VER;0.0;0.0;0.438;0.0;0.0;0.0
brouillon;ADJ;0.0;0.1937;0.3906;0.0;0.0;0.0
broussaille;NOM;0.0;0.0;0.4662;0.0;0.0;0.0
broussailleux;ADJ;0.0;0.0;0.0;1.3018;0.0;0.0
broutille;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
broyer;VER;0.7319;0.0;0.0;0.0;6.0005;0.0
brr;INT;0.0;0.0;0.1029;0.0;0.0;0.0
bruir;VER;7.2313;0.6008;11.3034;9.025;0.0;0.0
bruire;VER;0.0;10.0707;3.542;54.5762;0.0;0.0
bruit;NOM;146.4294;167.2271;322.2896;270.1675;40.0479;25.6659
brumaire;NOM;0.0;1.2017;0.0;0.0;0.0;0.0
brume;NOM;0.0;1.2017;0.6378;0.911;0.0;0.0
brun;ADJ;97.9101;40.9203;43.9489;24.6771;0.0;0.0
brun;NOM;0.0;0.606;0.0;0.0;0.0;0.0
brunch;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
brushing;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
brusque;ADJ;0.8346;0.0;0.0;0.911;6.0005;0.0
brusquement;ADV;0.0;22.6402;22.1586;26.0495;3.4423;0.0
brut;ADJ;0.0;0.0;0.7812;0.0;0.0;0.0
brutal;ADJ;0.0;9.0259;3.5715;9.0915;20.6179;12.833
brutalement;ADV;0.8346;0.0;7.1757;0.8102;0.0;0.0
brutalité;NOM;0.0;0.0;0.3933;1.2705;0.0;0.0
brute;NOM;0.0;0.0;0.0;0.8102;6.0005;0.0
bruxellois;ADJ;0.0;0.0;0.7812;0.0;0.0;0.0
bruyamment;ADV;0.0;0.0;0.0;0.0;3.4423;0.0
bruyant;ADJ;7.0517;1.0275;0.3933;0.0;6.0005;0.0
bruyère;NOM;0.0;0.0;6.7859;0.0;6.0005;0.0
brèche;NOM;0.0;0.0;3.1735;0.0;0.0;0.0
brève;NOM;0.0;0.6228;0.4665;0.0;0.0;25.6659
brésilien;ADJ;7.9875;0.0;0.185;4.5679;8.2781;0.0
brûlant;ADJ;0.0;3.5076;3.4715;2.2839;0.0;0.0
brûler;VER;16.7918;50.9757;62.6548;56.2716;65.9532;19.328
buanderie;NOM;0.0;0.6008;0.3906;0.0;0.0;0.0
budget;NOM;0.513;10.0148;35.7431;2.2839;27.9938;19.328
budgétaire;ADJ;0.0;0.0;0.0;2.2839;0.0;0.0
buffet;NOM;28.2028;0.6228;8.3143;0.0;0.0;0.0
buis;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
buissière;NOM;0.0;0.0;0.1219;0.0;0.0;0.0
buisson;NOM;0.7319;0.5213;0.1029;1.3018;0.0;0.0
buissonnier;ADJ;0.0;0.0;0.5857;0.0;0.0;0.0
bulbe;NOM;0.0;0.0;4.8127;0.0;0.0;0.0
bulldozer;NOM;0.0;0.0;0.0;0.0;4.139;0.0
bulle;ADJ;0.0;0.0;0.0;1.2705;0.0;0.0
bulle;NOM;0.0;0.606;0.5857;0.0;6.0005;0.0
buller;VER;0.0;0.0;0.0;0.0;6.0005;0.0
bulletin;NOM;7.9875;4.4786;26.7019;0.0;0.0;0.0
bureau;NOM;181.1164;99.2191;154.9038;718.9857;65.168;56.7717
bureaucrate;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
bureaucratique;ADJ;0.0;0.0;0.0;2.2839;6.0005;0.0
buron;NOM;0.0;0.6228;0.0;0.0;0.0;0.0
bus;NOM;132.3101;21.4581;17.6356;0.0;117.4024;0.0
business;NOM;0.0;0.0;0.0;8.4014;4.139;4.0185
buste;NOM;0.0;0.0;0.6378;0.0;0.0;0.0
but;NOM;1.1123;37.9221;101.4074;51.3908;119.1068;64.1649
butane;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
buter;VER;0.0;0.0;0.0;0.0;3.4423;12.833
butin;NOM;0.0;0.0;0.438;0.0;0.0;0.0
butiner;VER;0.0;0.0;0.0;0.0;0.0;19.328
butte;NOM;0.0;0.0;0.0;37.771;0.0;0.0
butter;VER;0.0;0.0;0.3906;0.0;6.0005;0.0
buveur;NOM;1.1764;0.0;0.487;0.0;3.4423;0.0
by;NOM;0.0;0.0;0.0;1.2705;0.0;0.0
byzantin;ADJ;0.0;0.0;0.4665;0.0;0.0;0.0
boeuf;NOM;26.601;0.4258;9.8715;0.0;3.4423;0.0
bâcler;VER;0.0;0.0;0.438;0.0;0.0;0.0
bâillement;NOM;0.0;0.0;0.0;0.0;24.0961;0.0
bâiller;VER;0.0;0.0;0.5531;1.2705;76.7759;0.0
bâtiment;NOM;64.9423;4.6393;60.8444;17.8041;67.0087;86.9662
bâtir;VER;0.0;0.6228;4.768;1.3018;6.0005;0.0
bâtisse;NOM;0.0;0.0;0.438;0.0;0.0;0.0
bâtisseur;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
bâton;NOM;0.0;18.651;16.8533;0.0;6.0005;0.0
bâtonnet;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
bé;INT;2.5271;0.0;0.0;0.0;0.0;0.0
béarnais;NOM;0.0;0.0;0.0;1.2705;0.0;0.0
bébé;NOM;67.9525;16.0451;0.3933;2.2839;4.139;57.984
bémol;NOM;0.0;0.0;0.4665;0.0;0.0;0.0
bénigne;ADJ;0.0;0.0;0.0;0.0;0.0;12.833
bénir;VER;0.8346;0.0;0.0;0.0;0.0;0.0
bénite;ADJ;0.0;0.0;0.438;0.0;0.0;0.0
bénédictin;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
