word;tag;freq_A1;freq_A2;freq_B1;freq_B2;freq_C1;freq_C2
mec;NOM;77.8945;4.5382;0.7812;1.2705;0.0;0.0
meilleur;ADJ;215.6066;267.191;241.8774;95.0112;230.815;209.3923
melon;NOM;3.7906;0.4258;0.0;0.0;0.0;0.0
melting-pot;NOM;0.0;0.0;0.0;0.0;4.139;0.0
membre;NOM;0.0;20.5285;92.6167;27.1312;99.0294;192.6297
menace;NOM;0.5504;4.7828;33.4008;19.2521;12.0009;0.0
menacer;VER;0.6291;16.7143;77.6075;57.7256;123.697;93.687
menaçant;ADJ;0.0;0.2891;17.0704;0.0;0.0;0.0
mendiant;NOM;0.5504;0.0;0.5857;0.0;0.0;0.0
mendier;VER;0.0;0.0;0.5857;0.0;0.0;0.0
mener;VER;16.7207;110.1014;133.5161;151.3773;216.7237;259.353
meneur;NOM;0.0;0.0;0.3933;0.0;0.0;0.0
menotte;NOM;0.0;0.0;3.2133;9.5296;0.0;0.0
mensonge;NOM;0.0;9.8153;14.4907;0.0;0.0;101.8986
mensuel;NOM;0.0;0.5137;0.0;0.0;0.0;0.0
mensuel;ADJ;0.0;8.5207;12.9636;14.4824;0.0;19.328
mental;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
mental;ADJ;0.0;0.0;0.6378;0.8102;31.3781;77.312
mentalité;NOM;0.0;0.0;2.5512;1.822;0.0;56.7717
menteur;NOM;0.0;1.9256;3.5679;0.0;0.0;0.0
menteur;ADJ;0.6291;0.6228;0.0;0.0;0.0;0.0
menthe;NOM;8.5969;0.0;0.3906;0.0;0.0;0.0
mention;NOM;0.0;0.0;0.0;0.0;40.1357;4.0185
mentionner;VER;0.0;0.4157;4.5031;2.2839;4.139;0.0
mentir;VER;11.0804;27.644;34.0145;22.5411;27.9938;0.0
menton;NOM;0.0;9.9426;0.2331;0.0;0.0;0.0
mentor;NOM;0.0;0.0;0.0;0.0;4.139;0.0
menu;NOM;148.0107;14.0171;2.5994;1.2705;3.4423;0.0
menu;ADJ;1.1556;0.0;0.0;2.2839;10.3269;0.0
menu;ADV;0.0;0.0;0.0;1.2705;0.0;0.0
menuisier;NOM;0.0;0.5137;3.1779;0.0;0.0;0.0
mer;NOM;282.2265;107.0345;110.0218;113.4894;125.8231;4.0185
mercantile;ADJ;0.0;0.0;0.0;2.2839;0.0;0.0
mercenaire;NOM;0.0;0.0;0.438;0.0;0.0;0.0
merci;NOM;1086.6485;267.2492;53.8468;83.0304;6.0005;19.328
mercredi;NOM;208.2164;30.7361;32.1607;19.4605;12.0009;56.7717
merde;NOM;0.0;0.0;0.0;0.911;0.0;0.0
merder;VER;0.0;0.4157;0.438;0.0;0.0;0.0
merguez;NOM;0.0;0.0;0.6378;0.0;0.0;0.0
merveille;NOM;20.841;4.4863;13.3181;2.2839;6.0005;19.328
merveilleusement;ADV;0.0;1.1553;0.3059;0.0;4.139;0.0
merveilleux;ADJ;67.1831;10.0125;29.1479;14.4942;12.0009;0.0
merveilleux;NOM;0.0;0.4664;0.0;0.0;0.0;0.0
mesdames;NOM;1.1123;4.7165;0.0;9.013;20.6179;0.0
mesdemoiselles;NOM;0.9464;9.4405;0.4665;0.0;0.0;0.0
mesquin;ADJ;0.0;0.0;0.0;2.2839;0.0;0.0
message;NOM;48.4736;11.8112;73.9505;19.035;49.1091;38.656
messager;NOM;0.0;0.0;0.8759;0.0;0.0;0.0
messagerie;NOM;0.5987;0.0;3.7679;0.0;4.139;0.0
messe;NOM;27.4692;1.2456;22.7037;0.0;10.3269;19.328
messieurs;NOM;24.8383;13.1142;81.5405;58.2647;19.861;0.0
messin;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
messire;NOM;0.0;2.6045;0.0;0.0;0.0;0.0
mesure;NOM;0.9051;7.5358;48.6265;96.8561;449.5342;232.4136
mesurer;VER;8.6572;3.7973;12.2943;47.1399;104.0459;201.2195
mets;NOM;1.1764;1.4157;3.9254;0.0;6.0005;0.0
metteur;NOM;0.0;0.0;3.0174;0.0;3.4423;0.0
mettre;VER;595.4749;1326.2624;1358.0065;1108.7943;1237.4381;930.4418
meublant;ADJ;0.0;0.0;0.0;0.0;3.4423;0.0
meuble;ADJ;0.0;0.0;0.4665;0.0;0.0;0.0
meuble;NOM;0.9121;55.4232;4.9896;55.8409;10.3269;0.0
meubler;VER;6.893;0.0;3.1948;1.2705;3.4423;0.0
meunier;NOM;3.6596;0.6111;0.0;0.0;0.0;0.0
meunier;ADJ;6.5873;0.0;0.0;1.2705;0.0;0.0
meurtre;NOM;0.0;0.6228;11.2338;40.4868;40.6321;12.833
meurtrier;NOM;0.0;0.0;3.1735;0.0;0.0;0.0
meurtrier;ADJ;0.8346;0.5137;0.0;0.0;0.0;0.0
meute;NOM;0.0;0.0;0.185;0.0;0.0;0.0
mexicain;NOM;0.5504;0.0;0.0;0.0;0.0;0.0
mexicain;ADJ;7.132;0.0;0.0;0.0;0.0;0.0
mi;NOM;11.3399;0.0;0.4665;0.0;0.0;0.0
mi-chemin;ADV;0.171;0.0;0.0;2.2839;6.0005;0.0
mi-corps;ADV;0.0;1.0679;0.0;0.0;0.0;0.0
mi-jambe;ADV;0.0;0.0;0.0;1.7933;0.0;0.0
mi-temps;NOM;0.0;1.0275;2.6879;2.2839;0.0;0.0
mi-voix;ADV;0.0;0.0;3.5058;0.0;0.0;0.0
miauler;VER;0.5504;0.0;0.933;1.3018;0.0;0.0
micro;NOM;21.8955;3.8651;0.185;0.0;0.0;0.0
micro-onde;NOM;0.0;0.0;0.6378;0.0;0.0;0.0
micro-ordinateur;NOM;0.0;0.4157;0.6378;0.0;3.4423;0.0
micro-organisme;NOM;0.0;0.0;0.6378;0.0;0.0;0.0
microbe;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
microbien;ADJ;0.0;0.0;0.0;0.0;4.139;0.0
microbiologiste;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
microclimat;NOM;1.1764;0.0;0.0;0.0;0.0;0.0
microcosme;NOM;0.0;0.0;0.6378;1.2705;0.0;0.0
microgramme;NOM;0.0;0.1276;0.0;0.0;0.0;0.0
microprocesseur;NOM;0.0;0.6228;2.8589;0.0;26.3397;0.0
microscope;NOM;0.0;0.4664;0.0;1.0161;0.0;0.0
microscopie;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
microseconde;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
midi;NOM;273.9515;59.5021;50.5959;67.9083;27.403;0.0
mie;NOM;0.0;1.2017;0.0;0.0;0.0;0.0
miel;NOM;1.1123;0.2065;0.438;0.0;6.0005;4.0185
mien;PRO;0.5987;58.3199;23.589;31.4126;40.0479;0.0
mieux;ADV;166.8156;588.6259;305.6217;341.3307;289.9895;464.6188
mignon;ADJ;11.3066;15.0839;0.0;0.0;0.0;0.0
migrant;ADJ;0.0;0.0;0.5531;0.0;0.0;38.656
migrant;NOM;0.0;0.0;0.0;2.2839;4.139;0.0
migrateur;ADJ;0.0;0.0;6.808;0.0;24.0018;0.0
migration;NOM;0.0;0.0;0.5857;1.2705;31.3781;0.0
migratoire;ADJ;0.0;0.0;0.5531;0.0;6.0005;0.0
mil;ADJ;0.0;0.0;0.5531;0.0;0.0;0.0
milady;NOM;0.0;0.0;7.3392;0.0;0.0;0.0
milice;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
milieu;NOM;82.1906;250.3953;296.8805;251.3726;253.9662;209.3923
militaire;ADJ;0.0;4.5837;24.3668;14.0086;12.0009;12.833
militant;ADJ;0.0;0.4664;6.9541;1.2705;4.139;0.0
militantisme;NOM;0.0;0.0;3.4688;0.0;0.0;0.0
militer;VER;0.9464;0.0;10.9248;0.0;20.6179;12.833
mille;NOM;0.0;1.0679;3.5093;6.1497;6.0005;0.0
mille-feuille;NOM;0.0;0.0;0.7812;0.0;0.0;0.0
milliard;NOM;0.0;5.082;38.2427;15.9876;125.6164;77.4712
milliardaire;NOM;0.0;0.0;0.3906;0.0;0.0;0.0
milliardaire;ADJ;0.0;0.4157;0.0;0.0;0.0;0.0
millier;NOM;7.1121;18.7475;67.5795;21.1614;92.388;56.7717
millimètre;NOM;0.0;0.0;1.2756;0.0;0.0;0.0
million;NOM;207.1209;163.0652;315.5462;172.6518;562.7423;534.1792
millionnaire;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
millénaire;ADJ;0.0;0.0;0.0;0.0;0.0;12.833
millénaire;NOM;0.0;8.8334;11.8087;0.0;0.0;12.833
millésime;NOM;0.0;0.0;0.0;0.0;3.4423;12.833
millésimer;VER;0.0;0.0;0.0;0.0;0.0;12.833
milord;NOM;0.0;0.0;0.8634;0.0;0.0;0.0
milouin;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
mime;NOM;0.0;0.0;0.3906;0.0;0.0;0.0
mimosa;NOM;0.0;1.0275;0.0;0.0;0.0;0.0
mimétisme;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
minable;ADJ;0.0;0.0;0.2504;0.0;0.0;0.0
mince;ADJ;85.7064;23.7908;45.4274;19.0399;3.4423;0.0
mincir;VER;0.0;0.4664;0.0;0.0;0.0;0.0
mine;NOM;0.0;4.4246;31.0133;0.0;31.3528;25.6659
miner;VER;0.0;0.0;0.0;0.0;8.2781;0.0
minerai;NOM;0.0;0.3851;0.5531;0.0;0.0;0.0
minet;NOM;0.0;0.0;0.5857;0.0;0.0;0.0
mineur;ADJ;0.9051;4.2499;31.707;2.2839;8.2781;19.328
mineur;NOM;0.0;0.606;18.091;0.0;4.139;0.0
mini;ADJ;0.0;0.0;0.5531;0.0;6.0005;0.0
miniature;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
minier;ADJ;0.0;0.0;3.5093;0.0;0.0;12.833
minima;ADV;0.0;0.0;0.5857;0.0;0.0;0.0
minimal;ADJ;0.0;0.0;0.6378;0.0;40.1357;0.0
minimiser;VER;0.0;0.0;0.0;0.0;6.0005;0.0
minimum;NOM;0.9051;6.8476;39.93;4.5679;31.3781;86.9662
ministre;NOM;0.0;23.2791;97.7751;106.0862;249.1615;154.9424
ministère;NOM;0.0;4.6921;33.991;9.0915;61.3361;135.3747
ministériel;ADJ;0.0;0.6228;0.0;1.2705;0.0;0.0
minoritaire;ADJ;0.0;0.0;0.0;0.0;19.861;0.0
minorité;NOM;0.9051;0.6228;0.4665;9.0915;60.09;0.0
minuit;NOM;7.0309;45.07;79.39;29.5292;6.8846;19.328
minuscule;ADJ;0.7319;0.0;9.3159;2.2839;4.139;4.0185
minute;NOM;266.7859;282.2372;208.1059;230.6297;195.5687;127.4317
minutieusement;ADV;0.0;0.0;0.5531;0.3387;0.0;0.0
minutieux;ADJ;0.0;0.0;0.0;0.6774;0.0;0.0
minéral;ADJ;7.8941;0.2129;0.0;0.0;0.0;0.0
minéral;NOM;0.0;0.0;0.7513;0.0;0.0;0.0
minéralité;NOM;0.0;0.0;0.0;0.0;0.0;8.037
minéralogique;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
miracle;NOM;7.2839;4.6417;16.6189;0.0;20.6179;19.328
miraculeux;ADJ;0.0;0.0;0.438;0.0;0.0;0.0
mirage;NOM;0.0;0.0;3.6187;2.2839;0.0;0.0
mirifique;ADJ;0.0;0.0;0.438;0.0;0.0;0.0
miroir;NOM;0.9121;13.1411;8.0409;7.0007;56.8202;0.0
miroiter;VER;0.0;0.0;0.4665;0.0;0.0;0.0
mise;NOM;1.1764;9.8901;60.0587;80.1875;235.104;19.328
miser;VER;0.0;0.0;0.6378;0.0;20.6179;19.328
misogyne;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
misogynie;NOM;0.0;0.0;0.438;0.0;0.0;0.0
missile;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
mission;NOM;0.8346;6.2494;32.1474;18.0886;49.7006;173.9519
missionnaire;NOM;0.0;0.0;0.0;0.0;4.139;0.0
mistral;NOM;13.5563;0.0;0.0;0.0;6.0005;0.0
misère;NOM;0.5987;14.1986;39.8734;0.8102;19.861;38.656
misérabilisme;NOM;0.0;0.0;0.3906;0.0;0.0;0.0
misérabiliste;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
misérable;ADJ;2.1958;7.4756;20.1518;11.8663;20.024;0.0
miteux;ADJ;0.0;0.0;0.3906;0.0;0.0;0.0
mitiger;VER;0.0;0.0;3.7679;0.0;0.0;0.0
mitoyen;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
mixage;NOM;0.0;0.0;0.0;0.911;0.0;0.0
mixer;VER;0.0;0.0;0.5857;0.0;0.0;0.0
mixité;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
mixte;ADJ;7.9875;0.0;2.2125;6.8518;24.8342;19.328
mixture;NOM;0.0;0.606;0.0;0.0;0.0;0.0
mnésique;ADJ;0.0;0.0;0.438;0.0;0.0;19.328
mobile;ADJ;0.0;0.4157;17.164;42.8698;107.8881;64.1649
mobile;NOM;0.0;0.0;15.0155;35.3709;0.0;0.0
mobilier;ADJ;0.0;0.0;0.6378;0.0;6.8846;0.0
mobilier;NOM;0.0;0.4664;5.3066;0.0;6.8846;19.328
mobilisation;NOM;0.0;0.0;24.2648;0.0;4.139;19.328
mobiliser;VER;0.0;1.0275;25.3532;0.0;40.7953;77.4712
mobilité;NOM;0.0;0.1937;3.4688;1.2705;34.1646;0.0
mobylette;NOM;0.9051;9.2995;0.4665;0.0;0.0;0.0
moche;ADJ;0.0;1.2456;0.0;0.0;0.0;0.0
modalité;NOM;0.0;0.0;6.7488;0.0;6.0005;0.0
mode;NOM;32.8693;212.4011;150.6687;97.7241;254.4415;342.909
modeler;VER;0.0;0.4157;0.0;0.0;0.0;0.0
moderne;ADJ;122.1815;53.358;64.0845;36.4258;119.1068;19.328
moderne;NOM;0.0;0.0;3.7375;0.0;0.0;0.0
modernisation;NOM;0.0;0.0;0.0;0.0;4.139;0.0
moderniser;VER;0.0;0.0;3.6187;2.6036;6.0005;25.6659
modernisme;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
moderniste;ADJ;0.0;0.0;3.5093;0.0;0.0;0.0
modernité;NOM;0.7319;0.0;14.5981;8.3751;16.5561;0.0
modeste;ADJ;1.1764;31.2323;12.3154;14.4824;55.9876;0.0
modestement;ADV;0.0;0.0;0.0;0.0;6.0005;0.0
modestie;NOM;0.0;0.0;0.3906;0.0;0.0;0.0
modification;NOM;0.0;0.0;0.3906;2.2839;6.0005;12.833
modifier;VER;0.0;13.2857;47.8823;42.6512;77.1586;277.2274
modique;ADJ;0.0;0.1276;6.6448;0.0;20.6179;0.0
modo;ADV;0.0;0.0;0.0;1.2705;3.4423;0.0
module;NOM;0.0;1.0275;0.0;0.0;0.0;0.0
modèle;NOM;0.8075;22.1271;70.8573;18.6978;153.8329;268.3622
modélisme;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
modéliste;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
modérateur;NOM;0.0;0.0;0.0;0.0;0.0;12.833
modération;NOM;0.0;0.1276;0.0;0.0;0.0;0.0
modérer;VER;0.0;0.5137;0.0;0.0;0.0;19.328
modéré;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
modéré;ADJ;0.0;0.0;0.0;0.0;8.2781;0.0
moelle;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
moi;PRO;3826.2491;2735.393;1463.9428;1470.8351;339.8054;208.1843
moi;NOM;38.2347;48.1319;49.1325;29.3698;3.4423;4.0185
moi-même;PRO;0.0;40.3961;31.9822;47.0704;3.4423;19.328
moindre;ADJ;0.0;0.4664;63.1972;21.4442;102.2081;57.984
moine;NOM;5.8419;0.186;0.0;0.0;3.4423;0.0
moins;ADV;344.7353;740.2819;866.5217;918.4968;1030.53;1751.3844
moisir;VER;0.0;0.0;0.0;0.911;0.0;0.0
moissonneur;ADJ;0.0;1.0679;0.0;0.0;0.0;0.0
moitié;NOM;10.9419;61.6509;187.0338;141.0992;83.9813;208.1843
mollet;ADJ;0.0;0.0;0.5857;0.0;0.0;0.0
mollir;VER;0.0;0.0;0.0;0.911;0.0;0.0
moléculaire;ADJ;0.0;0.0;0.0;0.0;6.0005;4.0185
molécule;NOM;0.9464;0.0;0.0;0.0;113.599;19.328
moment;NOM;235.1037;737.7745;472.2412;783.4806;378.4083;174.0903
momentané;ADJ;0.0;0.0;0.0;0.911;4.139;0.0
momentanément;ADV;0.0;0.0;0.0;0.0;20.024;0.0
momie;NOM;0.0;0.0;0.5857;0.0;0.0;0.0
momifier;VER;0.0;0.0;0.5857;0.0;0.0;0.0
mon;DET:POS;4972.8655;4788.0413;2798.2328;2104.348;1553.0594;599.1678
monarchie;NOM;0.0;1.2017;0.5531;8.2033;6.0005;0.0
monarchique;ADJ;0.0;0.0;0.0;0.0;4.139;0.0
monarchiste;ADJ;0.0;0.0;0.0;0.0;0.0;12.833
monarque;NOM;0.0;0.0;0.8634;0.0;0.0;0.0
monastique;ADJ;0.0;4.7285;0.0;0.0;0.0;0.0
monastère;NOM;0.0;3.6137;0.5857;0.0;3.4423;0.0
mondain;ADJ;0.0;0.0;3.5101;0.911;0.0;0.0
mondanité;NOM;0.0;0.0;0.438;0.0;0.0;0.0
monde;NOM;1215.1451;1171.3932;1217.3107;910.8673;1022.1996;866.3654
mondial;ADJ;46.9045;43.7978;119.2589;114.9604;303.3541;171.4545
mondialement;ADV;0.0;0.7079;0.0;0.0;0.0;0.0
mondialisation;NOM;1.2635;0.4157;10.2528;2.5411;64.8804;12.833
mondialiser;VER;0.0;0.0;0.0;0.0;4.139;0.0
mongolie;NOM;0.0;0.0;0.5857;0.0;0.0;0.0
moniteur;NOM;0.0;6.7083;0.0;0.0;0.0;0.0
monnaie;NOM;16.8409;4.873;25.7729;0.0;31.5653;0.0
monnayer;VER;0.0;0.0;3.7062;0.0;0.0;0.0
monochrome;ADJ;0.0;0.0;0.0;2.2839;0.0;0.0
monogame;ADJ;0.0;0.606;0.0;0.0;0.0;0.0
monoparental;ADJ;0.0;0.0;2.6301;0.0;0.0;77.312
monopole;NOM;0.0;0.0;0.0;0.0;20.024;0.0
monopoliser;VER;0.0;0.0;0.4665;0.0;0.0;19.328
monopolistique;ADJ;0.0;0.0;0.0;0.0;0.0;19.328
monorail;ADJ;0.0;0.0;0.185;0.0;0.0;0.0
monoski;NOM;0.0;0.0;0.185;0.0;0.0;0.0
monosyllabique;ADJ;0.0;0.0;0.0;1.2705;0.0;0.0
monotone;ADJ;0.0;0.0;7.6455;0.0;0.0;0.0
monotonie;NOM;0.0;0.0;0.0;1.2705;0.0;0.0
monoxyde;NOM;0.0;0.0;0.5857;2.2839;0.0;0.0
monseigneur;NOM;0.0;1.0679;0.4317;0.911;0.0;0.0
monsieur;NOM;1667.2965;926.4452;633.1067;450.0701;59.5829;12.833
monstre;NOM;0.0;16.3171;26.7721;1.822;0.0;0.0
monstre;ADJ;0.0;0.0;0.4317;0.0;0.0;0.0
monstrueusement;ADV;0.0;0.0;0.6378;0.0;0.0;0.0
monstrueux;ADJ;0.0;0.0;7.3969;4.5679;6.0005;0.0
monstruosité;NOM;0.0;0.0;3.5715;0.0;0.0;0.0
mont;NOM;0.0;0.0;3.7062;0.0;6.0005;0.0
mont-de-piété;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
montage;NOM;0.5504;0.0;0.0;2.2839;3.4423;0.0
montagnard;NOM;0.5547;0.0;0.0;0.0;0.0;0.0
montagnard;ADJ;0.0;0.0;0.438;2.2839;0.0;0.0
montagne;NOM;313.1285;144.4909;208.314;60.2575;36.3157;0.0
montagneux;ADJ;0.9464;0.0;0.0;0.0;0.0;0.0
montant;ADJ;0.0;0.0;0.4665;0.0;0.0;0.0
montant;NOM;7.7151;5.7963;0.0;36.8207;63.1587;0.0
monte;NOM;0.0;19.5238;0.487;0.0;0.0;4.0185
monter;VER;316.1752;385.8814;282.5252;248.818;106.0365;0.0
montgolfière;NOM;0.0;1.2017;0.0;0.0;0.0;0.0
monticule;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
montmartrois;NOM;0.9464;0.0;0.0;0.0;0.0;0.0
montre;NOM;11.0934;70.7414;26.4066;1.8983;8.2781;0.0
montrer;VER;356.7606;360.6687;362.4504;497.3077;478.0844;134.1811
monture;NOM;0.0;0.0;8.1749;0.0;0.0;0.0
monté;ADJ;0.0;0.0;0.7513;0.0;3.4423;4.0185
montée;NOM;0.171;0.6228;21.1074;0.0;18.0014;19.328
monument;NOM;48.1649;37.3377;67.0726;65.8535;6.8846;0.0
monumental;ADJ;7.7151;0.0;0.2331;1.3018;0.0;0.0
monétaire;ADJ;0.0;0.0;0.5857;0.0;6.0005;0.0
moque;NOM;0.0;1.0679;0.0;0.0;0.0;0.0
moquer;VER;11.5165;105.993;72.1312;40.1674;19.861;0.0
moquerie;NOM;0.0;0.0;0.0;0.8102;0.0;0.0
moquette;NOM;0.9051;0.0;0.0;0.0;0.0;0.0
moqueur;NOM;0.0;0.0;1.4611;0.0;0.0;0.0
moqueur;ADJ;0.4856;0.1865;3.2049;0.0;3.4423;0.0
moral;NOM;0.0;0.0;0.0;8.4014;0.0;0.0
moral;ADJ;0.0;12.1386;12.3897;44.5787;3.4423;25.6659
morale;NOM;0.0;0.0;7.5558;17.9334;6.0005;0.0
moralement;ADV;0.0;0.4664;0.0;1.7933;0.0;0.0
moralisateur;ADJ;0.0;0.6228;0.0;0.0;3.4423;0.0
moralité;NOM;0.0;14.6239;0.0;0.8102;0.0;0.0
morbide;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
morceau;NOM;37.8861;107.5291;64.1505;118.8339;50.0526;0.0
mordant;NOM;0.0;0.0;0.487;0.0;0.0;0.0
mordre;VER;0.0;4.7094;28.5771;0.0;19.861;0.0
moreau;ADJ;1.2635;0.0;0.0;0.0;0.0;0.0
morgue;NOM;0.0;0.0;0.7812;0.0;0.0;0.0
morne;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
morose;ADJ;0.0;0.0;0.4665;0.0;0.0;0.0
morosité;NOM;0.0;0.0;0.0;0.0;4.139;0.0
morphinique;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
morphologie;NOM;0.0;0.0;0.6378;0.0;0.0;0.0
morphologique;ADJ;0.0;0.0;0.185;0.0;0.0;0.0
morphologiquement;ADV;0.0;0.0;0.0;0.0;6.0005;0.0
mort;NOM;76.5424;135.2131;456.7918;233.2257;356.2247;173.9324
mort;ADJ;0.5547;8.7929;6.5024;1.3018;12.0009;0.0
mort-aux-rats;NOM;0.0;0.0;1.0017;0.0;0.0;0.0
mortalité;NOM;0.0;0.5137;0.3933;0.0;6.0005;4.0185
mortel;ADJ;7.6074;0.0;0.3906;4.5679;20.6179;0.0
mortellement;ADV;0.0;0.0;0.438;0.0;0.0;0.0
mortifère;ADJ;0.0;0.0;0.0;1.2705;0.0;0.0
mosaïque;NOM;0.0;0.0;0.3059;0.911;0.0;0.0
mosaïque;ADJ;0.4856;0.0;0.0;0.0;0.0;0.0
mosquée;NOM;0.0;0.6008;0.0;0.0;0.0;0.0
mot;NOM;144.1278;356.7832;400.373;397.5343;225.5637;537.4567
motard;NOM;0.0;0.606;0.0;0.0;0.0;0.0
moteur;NOM;11.095;24.0384;6.5624;0.0;24.0018;113.6757
moteur;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
motif;NOM;10.7915;0.0;9.5636;19.035;65.168;0.0
motivation;NOM;0.0;34.7956;15.0903;14.1801;4.139;43.8345
motiver;VER;0.0;15.2979;5.09;0.0;3.4423;12.833
moto;NOM;0.0;4.633;0.5531;0.0;6.0005;12.833
motoneige;NOM;0.9464;0.0;0.0;0.0;0.0;0.0
motoriser;VER;0.0;0.0;0.4665;0.0;0.0;0.0
mou;ADJ;7.1739;0.6228;3.542;0.0;0.0;0.0
mou;NOM;0.0;0.0;0.0;0.911;0.0;0.0
mouche;NOM;0.0;4.7771;3.6423;8.7861;3.4423;0.0
moucher;VER;0.0;0.0;6.0811;0.0;0.0;0.0
mouchoir;NOM;0.0;3.5076;1.9481;19.974;0.0;0.0
moue;NOM;0.0;0.0;0.438;0.0;0.0;0.0
mouette;NOM;0.0;0.0;0.3906;0.0;0.0;0.0
mouflon;NOM;0.0;0.0;0.185;0.0;0.0;0.0
mouillage;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
mouiller;VER;0.0;8.2553;6.1936;17.1323;6.0005;0.0
mouillé;ADJ;0.0;0.0;0.438;0.0;3.4423;0.0
moule;NOM;0.0;0.0;0.0;1.2705;8.2781;4.0185
moulin;NOM;63.9067;8.103;1.5025;0.0;0.0;0.0
mourant;ADJ;0.0;4.6636;3.1948;0.0;0.0;0.0
mourant;NOM;0.0;1.0679;0.0;0.0;0.0;0.0
mourir;VER;191.4975;525.2521;368.6103;359.0114;26.3397;57.984
mousquet;NOM;0.0;0.0;0.4317;0.0;0.0;0.0
mousquetaire;NOM;0.0;0.0;18.5638;0.0;0.0;0.0
mousse;NOM;1.1556;0.606;0.0;0.3387;6.0005;0.0
mousse;ADJ;0.4856;0.0;0.0;0.0;0.0;0.0
mousser;VER;0.0;0.0;0.438;0.0;0.0;0.0
mousson;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
moustache;NOM;0.0;4.7369;0.8634;0.0;0.0;0.0
moustiquaire;NOM;0.0;0.6008;0.0;2.2839;6.0005;0.0
moustique;NOM;0.0;0.0;0.185;1.8983;60.0046;4.0185
moutarde;NOM;0.0;1.8025;0.5857;0.0;0.0;0.0
moutarder;VER;0.0;0.0;0.6378;0.0;0.0;0.0
mouton;NOM;9.1128;13.0309;2.9042;3.7966;6.0005;0.0
mouvant;ADJ;0.0;0.0;0.3906;0.0;3.4423;0.0
mouvement;NOM;7.2908;33.2339;169.3101;80.4044;215.3928;56.7717
mouvementer;VER;0.0;0.0;0.5531;0.0;0.0;0.0
mouver;VER;0.0;0.0;0.0;0.0;4.139;0.0
mouvoir;VER;0.0;0.0;0.5857;0.0;6.0005;38.656
moyen;ADJ;33.0192;57.9282;60.2584;37.6072;139.7172;202.2974
moyen;NOM;34.3865;62.264;183.8895;97.917;338.2177;283.3744
moyennant;PRP;0.0;0.0;0.5531;0.911;20.6179;0.0
moyenne;NOM;38.9468;32.2032;14.0098;42.9613;80.2715;145.006
moyenner;VER;0.9464;0.606;0.3906;0.0;0.0;0.0
moyenâgeux;ADJ;0.0;0.0;0.6378;0.0;0.0;0.0
muer;VER;0.0;0.0;0.0;2.2839;0.0;0.0
muet;ADJ;0.8346;10.0362;17.7034;8.1049;19.861;0.0
mugir;VER;0.0;0.0;0.5531;0.0;0.0;0.0
muguet;NOM;0.9464;0.6228;0.5857;0.0;6.0005;4.0185
mule;NOM;50.4943;0.0;0.0;0.0;0.0;0.0
mulet;NOM;0.0;0.0;7.7482;0.0;0.0;0.0
multicolore;ADJ;0.0;0.0;0.0;2.2839;3.4423;0.0
multiculturalisme;NOM;0.0;0.0;0.0;0.0;8.2781;0.0
multidisciplinaire;ADJ;0.0;0.606;0.0;0.0;6.0005;0.0
multilatéral;ADJ;0.0;0.0;0.5857;0.0;0.0;0.0
multilingue;ADJ;0.0;0.0;0.0;2.2839;0.0;0.0
multilinguisme;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
multimédia;ADJ;0.8075;0.0;0.185;0.0;12.0009;0.0
multinational;ADJ;0.0;0.0;5.294;2.5411;12.4171;0.0
multiple;ADJ;0.0;0.0;25.9719;37.6072;4.139;19.328
