freq_B2
223.4478
0.0
3.8116
47.0027
8.2287
0.0
0.8102
1.3018
0.0
0.0
0.0
1.3018
0.0
2.2839
0.0
0.0
0.0
0.0
0.0
1.3018
0.0
0.0
2.5411
0.0
0.0
11.0661
0.0
2.2839
0.0
0.0
0.0
0.911
0.0
8.4038
0.0
0.911
0.0
2.2839
66.9849
0.0
0.0
0.3387
0.0
1.2705
2.2839
46.1469
0.911
0.0
0.0
0.0
0.0
0.0
0.911
25.467
0.0
0.8102
2.2839
0.0
0.0
0.0
0.0
8.9868
0.0
0.0
0.0
2.2839
14.4942
0.0
1.3018
0.0
4.5679
19.2521
0.0
0.0
0.911
52.4102
0.0
0.0
0.0
0.0
18.9627
0.0
0.0
0.0
0.0
0.0
0.0
2.2839
1.2705
2.5411
55.8505
8.7861
0.0
23.2806
8.3751
1.2705
0.0
0.0
0.0
0.0
8.4038
0.911
1.2705
0.0
21.1614
0.0
0.0
0.8102
0.0
0.0
23.1002
0.0
44.7845
2.2839
2.2839
0.0
1.3018
153.5827
1.3018
48.0921
9.0915
0.0
2.2839
0.0
0.0
1.2705
1.2705
22.6671
4.5679
0.0
8.3751
115.4534
0.0
0.0
25.2191
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
24.2145
0.0
0.0
65.0798
25.2191
0.0
16.7501
92.7962
1.2705
0.0
0.0
0.0
0.0
113.3464
2.2839
14.4824
55.415
8.3751
0.0
2.2839
2.2839
0.0
0.0
36.7047
0.0
0.0
0.8102
2.2839
1.2705
0.0
0.911
0.0
0.0
0.0
0.911
2.5411
0.0
0.0
0.0
0.0
0.0
21.1206
2.2839
18.183
2.2839
9.1403
4.5679
0.0
0.0
0.0
38.2775
48.8847
0.0
0.0
0.0
51.9016
2.2839
0.911
29.9042
1.6204
0.0
0.0
0.0
0.0
27.2478
0.0
0.0
0.0
74.5107
64.9101
1.8983
0.0
0.0
13.6738
22.7812
0.0
0.0
4.5679
13.3179
0.0
0.0
0.0
0.8102
670.0592
1.8983
0.0
0.911
0.0
0.0
0.0
8.2287
8.2319
0.0
8.7861
1.2705
0.0
0.0
0.0
0.0
12.3566
9.0915
0.0
0.0
0.0
0.0
0.0
4.5679
0.0
52.6131
1.2705
0.0
2.2839
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12.8024
0.0
0.0
14.4995
1.3018
0.0
0.0
68.182
9.0915
0.0
0.0
18.0984
0.0
19.035
0.0
164.4634
0.0
0.0
0.911
0.0
1.2705
0.0
1.3018
0.0
0.0
256.3401
0.0
18.0984
0.0
0.0
0.0
0.0
17.7382
0.0
2.6036
0.0
0.0
6.5091
6.8518
2.5411
0.911
0.0
0.8102
0.0
0.0
0.0
0.0
0.0
0.0
24.6051
0.0
14.4824
0.0
0.0
1.2705
2.2839
0.0
1.3018
0.0
204.6715
0.0
0.0
87.9191
283.5655
0.0
4.0509
0.8102
0.0
1.2705
0.8102
0.0
1.0161
0.0
0.911
0.8102
0.0
13.8424
0.0
23.51
141.9208
0.0
23.2199
0.0
0.0
729.7956
118.9798
483.1627
432.6874
0.0
0.0
0.0
1.2705
6.8518
2.2839
1.3018
0.0
0.0
184.2057
0.0
0.0
1.2705
2.2839
4.5679
0.911
0.0
0.0
10.1643
0.0
28.8538
0.0
0.0
0.0
1.6204
0.0
0.0
0.0
0.0
14.5446
0.0
0.0
0.0
0.0
1.2705
1.3018
0.0
1.2705
0.0
0.8102
14.0086
9.1358
0.0
0.0
0.0
0.0
2.2839
0.0
29.8069
24.9664
2.2839
2947.8747
0.0
2.5411
1.8983
2.2839
0.0
23.1002
0.0
0.0
0.0
14.0086
0.0
0.0
2.2839
0.0
0.0
55.2323
0.0
18.2805
0.0
1.3018
0.0
0.0
3.644
0.0
0.0
2.2839
19.0591
1262.1756
0.0
2.2839
1.2705
0.0
0.0
4.5679
0.0
2.2839
0.0
0.0
0.0
0.0
0.0
2.2839
2.2839
0.0
2.2839
0.0
0.911
0.0
0.0
0.0
1.2705
36.1771
2.2839
0.0
0.0
0.8102
0.0
0.0
0.0
0.0
1.2705
0.0
31.7474
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.8102
0.0
49.2066
0.0
0.0
0.0
58.8126
644.0994
0.0
0.0
0.0
0.0
0.0
1.2705
33.4292
0.0
0.0
0.0
0.0
106.2243
2.2839
12.9899
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.7933
0.911
0.0
111.5967
0.0
0.0
0.0
1.3018
31.0347
28.9476
0.8102
0.0
9.5296
66.6867
0.0
0.0
0.0
1136.3407
0.0
0.0
0.8102
25.4252
14.4942
0.0
0.8102
0.0
1.2705
0.0
0.0
0.8102
0.0
0.0
0.0
81.4158
0.0
0.0
0.0
8.4038
0.0
0.0
0.0
1.2705
0.0
0.0
0.0
0.0
0.0
4.5679
0.0
0.0
0.0
0.0
0.0
232.3445
4.5679
0.0
2.2839
2.2839
0.0
9.0915
0.0
1.2705
0.0
2.2839
0.0
9.5948
40.4298
0.911
0.0
0.911
23.51
0.0
0.0
0.0
0.0
0.0
86.8697
44.8286
0.0
0.0
0.0
23.856
0.0
0.0
0.0
0.0
598.473
2.2839
0.8102
0.0
0.0
15.9876
0.0
0.0
0.0
0.0
0.0
1.3018
1.3018
0.0
0.911
0.0
0.0
0.0
0.8102
2.2839
0.8102
0.0
0.0
0.0
0.0
5.2073
0.0
0.0
0.0
0.0
1.3018
1.2705
0.0
0.0
0.0
0.0
2.733
0.911
0.0
0.0
0.0
0.0
0.8102
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
23.1703
0.0
0.0
0.0
2.2839
174.9615
0.0
0.911
0.0
0.0
0.0
0.911
0.0
2.2839
0.0
0.0
93.7945
30.2527
23.9058
25.2078
8.2319
0.0
0.0
0.0
23.2732
111.0034
8.3751
0.0
105.8008
0.0
0.0
37.7445
0.0
625.8317
0.0
0.0
0.0
0.0
2.2839
4.5679
50.8644
1.2705
186.599
0.0
0.0
184.1499
0.0
27.0642
0.0
0.0
1.2705
128.1766
2.2839
4.5679
37.6072
0.0
0.0
2.2839
0.0
0.0
0.0
2.2839
0.0
23.0366
0.0
0.0
8.4014
0.911
0.0
9.0915
0.0
0.911
170.4179
66.2247
800.1636
0.0
0.0
128.6947
0.0
17.8055
2.733
0.911
0.0
0.0
0.0
0.0
0.0
2.5411
3.8116
0.8102
0.0
0.0
0.0
0.0
1.2705
0.0
2.2839
0.0
